entity,high_weights,high_counts,low_weights,low_counts,relative_weight,relative_count
AFFORDABLE OPTIONS,8.0,1.0,0.0,0.0,inf,inf
PANDA ICON,0.0,0.0,7.0,1.0,0.0,0.0
PRODUCT PACKAGING,15.0,2.0,15.0,2.0,1.0,1.0
WINDOW AND BACKGROUND BUILDINGS,8.0,1.0,0.0,0.0,inf,inf
CASUAL AND RELATABLE VIBE,0.0,0.0,7.0,1.0,0.0,0.0
INTERACTION AND INTRODUCTION,7.0,1.0,0.0,0.0,inf,inf
DIY CRAFT PROJECT,9.0,1.0,0.0,0.0,inf,inf
MELODIC CONTOUR,26.0,3.0,0.0,0.0,inf,inf
HOME ENVIRONMENT,7.0,1.0,9.0,1.0,0.7777777777777778,1.0
MAKEUP HACKS,9.0,1.0,0.0,0.0,inf,inf
PATTERNS AND SIGNALS,0.0,0.0,8.0,1.0,0.0,0.0
LYRICAL FLOW,8.0,1.0,0.0,0.0,inf,inf
CLOSED EYES,7.0,1.0,0.0,0.0,inf,inf
FINGER MOVEMENTS,0.0,0.0,6.0,1.0,0.0,0.0
GUESTS,0.0,0.0,8.0,1.0,0.0,0.0
EMOTIVE VOCALS,7.0,1.0,0.0,0.0,inf,inf
COMFORT AND STYLE,9.0,1.0,0.0,0.0,inf,inf
PITCH MOVEMENT,6.0,1.0,0.0,0.0,inf,inf
STAIRCASE,6.0,1.0,6.0,1.0,1.0,1.0
LARGE HAIRBRUSH,8.0,1.0,0.0,0.0,inf,inf
GESTURES AND EXPLANATIONS,8.0,1.0,0.0,0.0,inf,inf
BODY MOVEMENT,0.0,0.0,8.0,1.0,0.0,0.0
ELECTRONIC INSTRUMENTATION,22.0,3.0,0.0,0.0,inf,inf
DETAILED FACIAL FEATURES,7.0,1.0,0.0,0.0,inf,inf
EYES MOSTLY CLOSED,6.0,1.0,0.0,0.0,inf,inf
PERSON IN BLACK,9.0,1.0,0.0,0.0,inf,inf
CONSISTENT TEMPO,14.0,2.0,0.0,0.0,inf,inf
CASUAL CLOTHING,13.0,2.0,0.0,0.0,inf,inf
PROPS,8.0,1.0,0.0,0.0,inf,inf
SPONSORED ELEMENTS,0.0,0.0,7.0,1.0,0.0,0.0
FRIENDLY DEMEANOR,0.0,0.0,8.0,1.0,0.0,0.0
"TOXICITY, HEAVY METALS, YOUR LIFESTYLE",7.0,1.0,0.0,0.0,inf,inf
CONFIDENT/ASSERTIVE EXPRESSION,0.0,0.0,9.0,1.0,0.0,0.0
CONFIDENT SMILE,0.0,0.0,8.0,1.0,0.0,0.0
SLIGHTLY RAISED EYEBROWS,7.0,1.0,0.0,0.0,inf,inf
BRIGHT ATMOSPHERE,17.0,2.0,0.0,0.0,inf,inf
MELODIC RISE AND FALL,9.0,1.0,0.0,0.0,inf,inf
TOILET,7.0,1.0,0.0,0.0,inf,inf
RUSTLING OF PLASTIC,6.0,1.0,0.0,0.0,inf,inf
CONVERSATIONAL STYLE,38.0,5.0,9.0,1.0,4.222222222222222,5.0
WINDOW AIR CONDITIONER,6.0,1.0,0.0,0.0,inf,inf
INSTRUMENTAL,0.0,0.0,16.0,2.0,0.0,0.0
PRODUCT FOCUS,29.0,4.0,9.0,1.0,3.2222222222222223,4.0
BACKDROP,7.0,1.0,0.0,0.0,inf,inf
SOARING AND EMOTIONAL QUALITY,8.0,1.0,0.0,0.0,inf,inf
UPRIGHT AND RELAXED POSTURE,0.0,0.0,8.0,1.0,0.0,0.0
PLEASANT AGREEMENT,7.0,1.0,0.0,0.0,inf,inf
ARM SWING,8.0,1.0,8.0,1.0,1.0,1.0
STEERING WHEEL,7.0,1.0,0.0,0.0,inf,inf
MIDDLE FINGER,7.0,1.0,0.0,0.0,inf,inf
PHOTO SHOOT SESSION,0.0,0.0,8.0,1.0,0.0,0.0
SYNTHESIZERS,20.0,2.0,0.0,0.0,inf,inf
FAST-PACED DELIVERY,16.0,2.0,0.0,0.0,inf,inf
MOVEMENT AND GESTURES,8.0,1.0,0.0,0.0,inf,inf
WALK-IN CLOSET,0.0,0.0,7.0,1.0,0.0,0.0
REFRIGERATOR,7.0,1.0,0.0,0.0,inf,inf
QUICK PACING,7.0,1.0,0.0,0.0,inf,inf
DAD,7.0,1.0,0.0,0.0,inf,inf
USERNAME,0.0,0.0,5.0,1.0,0.0,0.0
KITCHEN ITEMS,8.0,1.0,0.0,0.0,inf,inf
BALLOONS,7.0,1.0,0.0,0.0,inf,inf
LOGO AND TEXT,0.0,0.0,7.0,1.0,0.0,0.0
WEIGHT PLATE,8.0,1.0,0.0,0.0,inf,inf
ELECTRIC GUITAR OR SYNTHESIZER,7.0,1.0,0.0,0.0,inf,inf
ENGAGEMENT AND EMPHASIS,0.0,0.0,7.0,1.0,0.0,0.0
OPEN BODY LANGUAGE,16.0,2.0,0.0,0.0,inf,inf
PITCH CHANGES,8.0,1.0,0.0,0.0,inf,inf
GESTURES AND FACIAL EXPRESSIONS,9.0,1.0,0.0,0.0,inf,inf
ECHO OR REVERB EFFECT,14.0,1.0,0.0,0.0,inf,inf
BEIGE OR LIGHT TAN WALLS,7.0,1.0,0.0,0.0,inf,inf
CUSHIONS,8.0,1.0,0.0,0.0,inf,inf
EVENING ROUTINE,0.0,0.0,8.0,1.0,0.0,0.0
NEW ELEMENTS,7.0,1.0,0.0,0.0,inf,inf
EMOTIONAL CORE,9.0,1.0,0.0,0.0,inf,inf
SURPRISE AND DELIGHT,0.0,0.0,8.0,1.0,0.0,0.0
LIVELY AND ENTHUSIASTIC TONE,9.0,1.0,0.0,0.0,inf,inf
FAST PACE,22.0,3.0,0.0,0.0,inf,inf
EXCITED HIGH-PITCHED CHATTER,8.0,1.0,0.0,0.0,inf,inf
SKIN ENHANCEMENT,8.0,1.0,0.0,0.0,inf,inf
WORKING OR PLANNING,8.0,1.0,0.0,0.0,inf,inf
COZY LIVING SPACE,9.0,1.0,0.0,0.0,inf,inf
BEFORE-AND-AFTER SHOTS,0.0,0.0,14.0,1.0,0.0,0.0
REFLECTIVE SEGMENT,7.0,1.0,0.0,0.0,inf,inf
VIBRANT TOUCH,0.0,0.0,6.0,1.0,0.0,0.0
DRINK WITH STRAW,8.0,1.0,0.0,0.0,inf,inf
GRIP AND DISPLAY,0.0,0.0,8.0,1.0,0.0,0.0
COOKING TIME,7.0,1.0,0.0,0.0,inf,inf
INTEGRATION STRATEGY,6.0,1.0,0.0,0.0,inf,inf
SIDE SMILE WITH RAISED EYEBROW,7.0,1.0,0.0,0.0,inf,inf
POSITIVE MESSAGE,8.0,1.0,0.0,0.0,inf,inf
FREQUENT SHORT SILENCES,8.0,1.0,0.0,0.0,inf,inf
SPEAKER'S TONE,9.0,1.0,6.0,1.0,1.5,1.0
PLAYFUL HAND GESTURES,8.0,1.0,0.0,0.0,inf,inf
EVERYDAY WEAR,8.0,1.0,0.0,0.0,inf,inf
SECTIONING HAIR,7.0,1.0,0.0,0.0,inf,inf
COLORFUL FABRIC,5.0,1.0,0.0,0.0,inf,inf
FEMALE INFLUENCER,980.0,83.0,437.0,36.0,2.242562929061785,2.3055555555555554
KOSAS PRODUCT,9.0,1.0,0.0,0.0,inf,inf
ENGAGED/INTERACTIVE EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
NERVOUS TONE,6.0,1.0,0.0,0.0,inf,inf
FRIENDLY AND RELAXED SMILE,8.0,1.0,0.0,0.0,inf,inf
PURPLE AND BLUE HUES,7.0,1.0,0.0,0.0,inf,inf
SHOPPING AND BROWSING,8.0,1.0,0.0,0.0,inf,inf
DELTA APP,6.0,1.0,0.0,0.0,inf,inf
SPARKLE EMOJI,0.0,0.0,6.0,1.0,0.0,0.0
BODY MOVEMENTS,16.0,2.0,0.0,0.0,inf,inf
CURLY HAIR,8.0,1.0,0.0,0.0,inf,inf
EXAGGERATED FACIAL EXPRESSIONS,0.0,0.0,8.0,1.0,0.0,0.0
PINK THEME,16.0,2.0,0.0,0.0,inf,inf
STREET SCENE,7.0,1.0,0.0,0.0,inf,inf
SMALL MAKEUP PRODUCT,0.0,0.0,9.0,1.0,0.0,0.0
SPOKEN WORDS VOLUME,8.0,1.0,0.0,0.0,inf,inf
PILLOW,5.0,1.0,0.0,0.0,inf,inf
MUSICAL ACCOMPANIMENT,22.0,3.0,0.0,0.0,inf,inf
JOY AND SATISFACTION,9.0,1.0,0.0,0.0,inf,inf
SPRING CLEANING THEME,9.0,1.0,0.0,0.0,inf,inf
PURPOSE & PATTERN,0.0,0.0,9.0,1.0,0.0,0.0
NOODLES,8.0,1.0,0.0,0.0,inf,inf
MEAT FILLING,7.0,1.0,0.0,0.0,inf,inf
COMEDIC AND RELATABLE SCENARIO,9.0,1.0,0.0,0.0,inf,inf
EMBROIDERED MOTIFS,0.0,0.0,9.0,1.0,0.0,0.0
FETA CHEESE,9.0,1.0,0.0,0.0,inf,inf
WORKOUT,0.0,0.0,7.0,1.0,0.0,0.0
VERTICAL PINK AND ORANGE PANELS,6.0,1.0,0.0,0.0,inf,inf
BALLOON,0.0,0.0,5.0,1.0,0.0,0.0
PEOPLE IN THEIR LIVES,0.0,0.0,7.0,1.0,0.0,0.0
BRISKET PHO,8.0,1.0,0.0,0.0,inf,inf
SYNTHESIZER,21.0,2.0,0.0,0.0,inf,inf
SENSE OF RELAXATION,0.0,0.0,6.0,1.0,0.0,0.0
DRUGSTORE MAKEUP PRODUCTS,8.0,1.0,0.0,0.0,inf,inf
ADDICTED TO YOU PHRASE,0.0,0.0,8.0,1.0,0.0,0.0
GOOD ARTICULATION CLARITY,9.0,1.0,0.0,0.0,inf,inf
PERIODS OF SLOWER SPEECH,8.0,1.0,0.0,0.0,inf,inf
WHITE OBJECT,6.0,1.0,0.0,0.0,inf,inf
NATURAL AND INTIMATE FEEL,0.0,0.0,8.0,1.0,0.0,0.0
COOKING,20.0,2.0,8.0,1.0,2.5,2.0
BOX OF TOFU,7.0,1.0,0.0,0.0,inf,inf
COTTON BALLS,7.0,1.0,0.0,0.0,inf,inf
OTHER SPEAKER,0.0,0.0,8.0,1.0,0.0,0.0
E.L.F. COSMETICS PRODUCTS,0.0,0.0,9.0,1.0,0.0,0.0
GENTLE WAKING UP,0.0,0.0,8.0,1.0,0.0,0.0
SHINY REFLECTIVE FLOOR,0.0,0.0,5.0,1.0,0.0,0.0
CAMPUS EXPLORATION,8.0,1.0,0.0,0.0,inf,inf
SCRAPING FROM SPATULA,7.0,1.0,0.0,0.0,inf,inf
COOKING TUTORIAL,10.0,1.0,0.0,0.0,inf,inf
CRAFTING PROJECT,10.0,1.0,0.0,0.0,inf,inf
HAMBURGER PATTY,9.0,1.0,0.0,0.0,inf,inf
CAMERA-FOCUSED EYE MOVEMENTS,7.0,1.0,0.0,0.0,inf,inf
TABLES OR COUNTERS,7.0,1.0,0.0,0.0,inf,inf
DESCENDING LINE,7.0,1.0,0.0,0.0,inf,inf
CONFIDENT MOVEMENT,8.0,1.0,0.0,0.0,inf,inf
WINDOW WITH CURTAINS,0.0,0.0,6.0,1.0,0.0,0.0
LARGE STYLISH GLASSES,16.0,1.0,0.0,0.0,inf,inf
INDOOR KITCHEN SETTING,33.0,4.0,10.0,1.0,3.3,4.0
RELAXED AND UPRIGHT POSTURE,8.0,1.0,0.0,0.0,inf,inf
EXPRESSIVE FACIAL EXPRESSIONS,9.0,1.0,0.0,0.0,inf,inf
BACKGROUND HUM,4.0,1.0,0.0,0.0,inf,inf
CASUAL AND MODERN ATMOSPHERE,6.0,1.0,0.0,0.0,inf,inf
OOTD,9.0,1.0,0.0,0.0,inf,inf
ENGAGED CONCENTRATION,8.0,1.0,0.0,0.0,inf,inf
SUBSCRIPTION BOX,0.0,0.0,9.0,1.0,0.0,0.0
SHOCK OR DISBELIEF,0.0,0.0,7.0,1.0,0.0,0.0
SNAPPING GESTURE,0.0,0.0,14.0,1.0,0.0,0.0
YOUNGER FEMALE SPEAKER,17.0,2.0,0.0,0.0,inf,inf
PROPER RUNNING FORM,8.0,1.0,0.0,0.0,inf,inf
VINYL RECORDS,6.0,1.0,0.0,0.0,inf,inf
PLEASURE AND DELIGHT,9.0,1.0,0.0,0.0,inf,inf
HEART-SHAPED CONFETTI,7.0,1.0,0.0,0.0,inf,inf
TWO FEMALE INDIVIDUALS,20.0,1.0,0.0,0.0,inf,inf
ROSA,10.0,1.0,0.0,0.0,inf,inf
STYLISH DRESS,0.0,0.0,8.0,1.0,0.0,0.0
RUG,12.0,2.0,7.0,1.0,1.7142857142857142,2.0
REARVIEW MIRROR,12.0,2.0,0.0,0.0,inf,inf
VERBAL PROMOTION,7.0,1.0,0.0,0.0,inf,inf
CLOTHING HAUL,9.0,1.0,0.0,0.0,inf,inf
SMILING/BRIGHT EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
COORDINATED MOVEMENT,0.0,0.0,7.0,1.0,0.0,0.0
MOTHER,9.0,1.0,0.0,0.0,inf,inf
THOUGHTFULNESS,8.0,1.0,0.0,0.0,inf,inf
NEUTRAL/PLEASANT EXPRESSION,7.0,1.0,0.0,0.0,inf,inf
KITCHEN SOUNDS,15.0,2.0,0.0,0.0,inf,inf
150-180 WORDS,7.0,1.0,0.0,0.0,inf,inf
SELF-CARE ESSENTIALS,9.0,1.0,0.0,0.0,inf,inf
SPEAKER'S VOICE,100.0,8.0,15.0,2.0,6.666666666666667,4.0
STATUS NOT READY,0.0,0.0,8.0,1.0,0.0,0.0
PLAYFUL OR CHEERFUL EXPRESSION,7.0,1.0,0.0,0.0,inf,inf
PINCHING AND FOLDING,8.0,1.0,0.0,0.0,inf,inf
CASUAL DEMONSTRATION,8.0,1.0,0.0,0.0,inf,inf
MUTED ACOUSTIC GUITAR,7.0,1.0,0.0,0.0,inf,inf
COMFORTABLE ENVIRONMENT,0.0,0.0,8.0,1.0,0.0,0.0
WAITING PATIENTLY,0.0,0.0,7.0,1.0,0.0,0.0
BACKDROP INSPIRED BY SHOW'S THEME,8.0,1.0,0.0,0.0,inf,inf
TRAFFIC OR AMBIENT NOISE,0.0,0.0,6.0,1.0,0.0,0.0
SHOE ICONS,0.0,0.0,7.0,1.0,0.0,0.0
PULLING ACTION,8.0,1.0,0.0,0.0,inf,inf
HEAD FACING CAMERA,0.0,0.0,7.0,1.0,0.0,0.0
WALL TOWEL HOLDER,0.0,0.0,7.0,1.0,0.0,0.0
BARBIE ROSE GLOW,7.0,1.0,0.0,0.0,inf,inf
PINK SEQUIN BACKDROP,8.0,1.0,0.0,0.0,inf,inf
COOKED TORTILLA,8.0,1.0,0.0,0.0,inf,inf
WHITE SHIRT,6.0,1.0,6.0,1.0,1.0,1.0
DESCENDING PHRASES,9.0,1.0,0.0,0.0,inf,inf
ABSENCE OF LAUGHS,5.0,1.0,0.0,0.0,inf,inf
KITCHEN SETTING,69.0,6.0,0.0,0.0,inf,inf
SKINCARE ROUTINE,22.0,3.0,0.0,0.0,inf,inf
TRAVEL OR LIFESTYLE THEME,0.0,0.0,9.0,1.0,0.0,0.0
MICROWAVE,15.0,1.0,0.0,0.0,inf,inf
CONSISTENT FLOW,8.0,1.0,0.0,0.0,inf,inf
ATTENDEES,0.0,0.0,7.0,1.0,0.0,0.0
SOFT AND GENTLE PIANO MELODY,0.0,0.0,8.0,1.0,0.0,0.0
FLUTE,0.0,0.0,9.0,1.0,0.0,0.0
FOOD OPTIONS,9.0,1.0,0.0,0.0,inf,inf
EVEN PACE,9.0,1.0,0.0,0.0,inf,inf
DESCENDING MELODIC SHAPE,8.0,1.0,0.0,0.0,inf,inf
GRADUATION ATTIRE,18.0,1.0,0.0,0.0,inf,inf
ABSENCE OF SIGHS,5.0,1.0,0.0,0.0,inf,inf
FRENCH KISS,0.0,0.0,6.0,1.0,0.0,0.0
LATE 90S/EARLY 2000S POP SOUND,8.0,1.0,0.0,0.0,inf,inf
PINK AND WHITE GARMENTS,0.0,0.0,17.0,1.0,0.0,0.0
WHITE AND RED ELEMENTS,0.0,0.0,7.0,1.0,0.0,0.0
BUSINESS AREA,0.0,0.0,6.0,1.0,0.0,0.0
ASSUMPTIONS,0.0,0.0,5.0,1.0,0.0,0.0
ORANGE AND BROWN HUES,7.0,1.0,0.0,0.0,inf,inf
FRIENDLY SMILE,9.0,1.0,0.0,0.0,inf,inf
CONFIDENT GESTURES,8.0,1.0,0.0,0.0,inf,inf
SERIOUS/CONCENTRATED,0.0,0.0,8.0,1.0,0.0,0.0
SPONSORSHIP STRATEGIES,53.0,8.0,21.0,3.0,2.5238095238095237,2.6666666666666665
Y2K BIRTHDAY CELEBRATION,0.0,0.0,9.0,1.0,0.0,0.0
HYDRATING GEL,8.0,1.0,0.0,0.0,inf,inf
CELEBRITIES' APPEARANCES,0.0,0.0,8.0,1.0,0.0,0.0
$10 MILLION HOME,9.0,1.0,0.0,0.0,inf,inf
DIGITAL INTERFACE ELEMENTS,0.0,0.0,8.0,1.0,0.0,0.0
CONGA DRUMS,7.0,1.0,0.0,0.0,inf,inf
CALM AND RELAXED STATE,0.0,0.0,8.0,1.0,0.0,0.0
NEUTRAL BACKGROUND,27.0,4.0,0.0,0.0,inf,inf
VIDEO GAME CHARACTER,0.0,0.0,9.0,1.0,0.0,0.0
CAR INTERIOR,25.0,3.0,0.0,0.0,inf,inf
ENGAGED SMILE,0.0,0.0,8.0,1.0,0.0,0.0
HEAVY 808 BASS DRUM,7.0,1.0,0.0,0.0,inf,inf
CASUAL AND FRIENDLY DEMEANOR,8.0,1.0,0.0,0.0,inf,inf
GRAY HOODIE,8.0,1.0,0.0,0.0,inf,inf
SIGN-OFF,8.0,1.0,0.0,0.0,inf,inf
RELAXED AND OPEN EXPRESSION,0.0,0.0,8.0,1.0,0.0,0.0
DISCUSSIONS,8.0,1.0,0.0,0.0,inf,inf
SPONSORSHIP ELEMENTS,6.0,1.0,0.0,0.0,inf,inf
HARISSA,8.0,1.0,0.0,0.0,inf,inf
FANCY FELINE,8.0,1.0,0.0,0.0,inf,inf
ENGAGING FACIAL EXPRESSIONS,8.0,1.0,8.0,1.0,1.0,1.0
WELLNESS THEME,9.0,1.0,0.0,0.0,inf,inf
ENTHUSIASTIC DEMEANOR,17.0,2.0,0.0,0.0,inf,inf
WOODEN COFFEE TABLE WITH METAL FRAME,7.0,1.0,0.0,0.0,inf,inf
NATURAL PAUSES,8.0,1.0,6.0,1.0,1.3333333333333333,1.0
UPPER BODY,8.0,1.0,0.0,0.0,inf,inf
AWKWARD/AMUSED SMILE,8.0,1.0,0.0,0.0,inf,inf
HIGH ENERGY,0.0,0.0,8.0,1.0,0.0,0.0
SHORT PAUSES,79.0,10.0,5.0,1.0,15.8,10.0
TALKING,0.0,0.0,6.0,1.0,0.0,0.0
BOWL,8.0,1.0,0.0,0.0,inf,inf
SKINCARE,14.0,2.0,7.0,1.0,2.0,2.0
GREEN VINTAGE VOLKSWAGEN CAMPER VAN,0.0,0.0,10.0,1.0,0.0,0.0
LIGHT SWITCHES,6.0,1.0,5.0,1.0,1.2,1.0
SCREENS WITH CONTENT,7.0,1.0,0.0,0.0,inf,inf
MODERATE TEMPO,6.0,1.0,0.0,0.0,inf,inf
LIGHT BLUE KETTLE,15.0,1.0,0.0,0.0,inf,inf
ENGAGEMENT ENCOURAGEMENT,6.0,1.0,0.0,0.0,inf,inf
PERSONAL SHARING,8.0,1.0,0.0,0.0,inf,inf
SLOWER SPEECH MOMENTS,8.0,1.0,0.0,0.0,inf,inf
STRUCTURE,16.0,2.0,0.0,0.0,inf,inf
JOURNALING,0.0,0.0,8.0,1.0,0.0,0.0
RICH GREEN AND EARTHY TONES,0.0,0.0,8.0,1.0,0.0,0.0
FOCUSED AND ATTENTIVE,8.0,1.0,7.0,1.0,1.1428571428571428,1.0
ARPEGGIATED CHORDS,0.0,0.0,8.0,1.0,0.0,0.0
AUDIO CONVERSATION,0.0,0.0,8.0,1.0,0.0,0.0
GREENERY,20.0,3.0,0.0,0.0,inf,inf
LARGER SCREEN,7.0,1.0,0.0,0.0,inf,inf
EVEN TONE,8.0,1.0,0.0,0.0,inf,inf
CASUAL PRESENTATION STYLE,8.0,1.0,5.0,1.0,1.6,1.0
TWINS,0.0,0.0,23.0,1.0,0.0,0.0
OVERLAPPING SPEECH,0.0,0.0,6.0,1.0,0.0,0.0
MEDIUM SILENCE 0:38-0:39,7.0,1.0,0.0,0.0,inf,inf
ENGAGING SPEECH,9.0,1.0,0.0,0.0,inf,inf
SOFT AND MELLOW TONE,0.0,0.0,8.0,1.0,0.0,0.0
WIND NOISE,11.0,2.0,0.0,0.0,inf,inf
ATTENTIVE EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
BICYCLE,11.0,2.0,0.0,0.0,inf,inf
ALO YOGA JUMPSUIT,5.0,1.0,0.0,0.0,inf,inf
BRANDED TISSUE PAPER,5.0,1.0,0.0,0.0,inf,inf
BEDROOM SETTING,9.0,1.0,0.0,0.0,inf,inf
COZY AND ORGANIZED FEEL,0.0,0.0,5.0,1.0,0.0,0.0
WALL MOULDINGS,0.0,0.0,6.0,1.0,0.0,0.0
INTERACTION AND HANDLING,8.0,1.0,9.0,1.0,0.8888888888888888,1.0
FAST SPEECH RATE,24.0,3.0,26.0,3.0,0.9230769230769231,1.0
CALM SETTING,6.0,1.0,0.0,0.0,inf,inf
OSEA STORE,9.0,1.0,0.0,0.0,inf,inf
EMOTIONALLY CHARGED,0.0,0.0,8.0,1.0,0.0,0.0
FEMALE INFLUENCERS,0.0,0.0,9.0,1.0,0.0,0.0
LEISURE AND RELAXATION,0.0,0.0,8.0,1.0,0.0,0.0
HIGH-PITCHED HUM,5.0,1.0,0.0,0.0,inf,inf
CURLING IRON,0.0,0.0,8.0,1.0,0.0,0.0
PITCH VARIATION,14.0,2.0,8.0,1.0,1.75,2.0
"DRAWN-OUT ""PERIOD""",0.0,0.0,7.0,1.0,0.0,0.0
BRIGHT UPBEAT JINGLE,0.0,0.0,7.0,1.0,0.0,0.0
OUTSIDE SETTING,0.0,0.0,7.0,1.0,0.0,0.0
EXPRESSIVE GESTURES,9.0,1.0,16.0,2.0,0.5625,0.5
ADJUSTMENT MOTION,7.0,1.0,0.0,0.0,inf,inf
LEAF SHADOWS,0.0,0.0,6.0,1.0,0.0,0.0
DIRECTION OF GAZE,6.0,1.0,0.0,0.0,inf,inf
NON-VERBAL CUES,7.0,1.0,0.0,0.0,inf,inf
TOY ASSEMBLY AND REVIEW,9.0,1.0,0.0,0.0,inf,inf
CLAPS,6.0,1.0,0.0,0.0,inf,inf
MUSIC TRACK,0.0,0.0,9.0,1.0,0.0,0.0
RELATABLE TONE,0.0,0.0,9.0,1.0,0.0,0.0
CONSISTENT RATE OF SPEECH,8.0,1.0,0.0,0.0,inf,inf
SHOPPING ENCOURAGEMENT,0.0,0.0,7.0,1.0,0.0,0.0
EVENT LOCATION,0.0,0.0,8.0,1.0,0.0,0.0
NATURAL AND FLUID MOVEMENT,7.0,1.0,0.0,0.0,inf,inf
SIMPLE BACKGROUND,7.0,1.0,0.0,0.0,inf,inf
FREQUENT HESITATIONS,6.0,1.0,0.0,0.0,inf,inf
CONFIDENT FACIAL EXPRESSION,8.0,1.0,0.0,0.0,inf,inf
PEARL-LIKE STUD EARRINGS,16.0,1.0,0.0,0.0,inf,inf
BUFFALO BLUE CHEESE SAUCE,8.0,1.0,0.0,0.0,inf,inf
AT HOME BLOWOUT,9.0,1.0,0.0,0.0,inf,inf
EARTHY COLORS,6.0,1.0,0.0,0.0,inf,inf
VOLUME AND SMOOTHNESS,8.0,1.0,0.0,0.0,inf,inf
FOCUSED AND LIVELY DEMEANOR,8.0,1.0,0.0,0.0,inf,inf
"REPETITION OF ""I SPEND""",8.0,1.0,0.0,0.0,inf,inf
DENIM SHORTS,7.0,1.0,0.0,0.0,inf,inf
RHYTHMIC PITCH CHANGES,16.0,2.0,0.0,0.0,inf,inf
CULINARY EXPLORATION,9.0,1.0,0.0,0.0,inf,inf
LIGHTING EQUIPMENT,8.0,1.0,0.0,0.0,inf,inf
UKULELE,7.0,1.0,0.0,0.0,inf,inf
LUMINOUS SILK CONCEALER,0.0,0.0,8.0,1.0,0.0,0.0
OLDER FEMALE SPEAKER,8.0,1.0,0.0,0.0,inf,inf
ATTENTIVE GAZE,8.0,1.0,0.0,0.0,inf,inf
"MENU ""THE WESLEY""",8.0,1.0,0.0,0.0,inf,inf
PACKAGING DISPLAY,0.0,0.0,8.0,1.0,0.0,0.0
STRONG FEELINGS,8.0,1.0,0.0,0.0,inf,inf
WARM AND INVITING ATMOSPHERE,0.0,0.0,8.0,1.0,0.0,0.0
LONGER PAUSES,6.0,1.0,0.0,0.0,inf,inf
GLASSIER CANVAS TOTE,8.0,1.0,0.0,0.0,inf,inf
HEALTH PROFESSIONAL,6.0,1.0,0.0,0.0,inf,inf
CALMING AND CONTINUOUS LISTENING EXPERIENCE,0.0,0.0,8.0,1.0,0.0,0.0
STARTING POSE,8.0,1.0,0.0,0.0,inf,inf
SYNTHESIZED BASSLINE,0.0,0.0,8.0,1.0,0.0,0.0
MELANCHOLIC MELODY,13.0,2.0,0.0,0.0,inf,inf
WHITE HANDBAG,0.0,0.0,8.0,1.0,0.0,0.0
SHADOW PATTERNS,0.0,0.0,6.0,1.0,0.0,0.0
TRANSITIONAL PAUSE,8.0,1.0,0.0,0.0,inf,inf
ENERGY AND ENTHUSIASM,8.0,1.0,0.0,0.0,inf,inf
LIGHT BLUE T-SHIRT,7.0,1.0,0.0,0.0,inf,inf
SANDY BACKGROUND,6.0,1.0,0.0,0.0,inf,inf
REVERB AND DELAY EFFECTS,7.0,1.0,0.0,0.0,inf,inf
SUBDUED ENGAGEMENT,0.0,0.0,6.0,1.0,0.0,0.0
BLENDING,0.0,0.0,7.0,1.0,0.0,0.0
LONGING LYRICS,7.0,1.0,0.0,0.0,inf,inf
BAKERY SHOWCASE,9.0,1.0,0.0,0.0,inf,inf
SMOOTH MOVEMENT,0.0,0.0,8.0,1.0,0.0,0.0
BEIGE AND CREAM COLORS,0.0,0.0,7.0,1.0,0.0,0.0
BASKETBALL HOOP,7.0,1.0,0.0,0.0,inf,inf
DARK-COLORED SLEEVELESS TOP,16.0,1.0,0.0,0.0,inf,inf
BODY POSITION,0.0,0.0,7.0,1.0,0.0,0.0
OUTDOOR PATIO,7.0,1.0,0.0,0.0,inf,inf
GRAY AND WHITE COLOR SCHEME,0.0,0.0,8.0,1.0,0.0,0.0
INITIAL FOCUS,0.0,0.0,7.0,1.0,0.0,0.0
FLOWERS,6.0,1.0,0.0,0.0,inf,inf
PLAYFUL MOOD,0.0,0.0,8.0,1.0,0.0,0.0
SLIGHT WEIGHT SHIFT,0.0,0.0,7.0,1.0,0.0,0.0
NEUTRAL/FOCUSED,0.0,0.0,17.0,2.0,0.0,0.0
THANKS FOR WATCHING,0.0,0.0,8.0,1.0,0.0,0.0
INITIAL HEAD AND EYE MOVEMENT,8.0,1.0,0.0,0.0,inf,inf
TEXT INTRODUCTION,9.0,1.0,0.0,0.0,inf,inf
VISUAL AND TEXTUAL EMPHASIS,0.0,0.0,8.0,1.0,0.0,0.0
INTIMATE ATMOSPHERE,8.0,1.0,0.0,0.0,inf,inf
SONG LYRICS,9.0,1.0,15.0,2.0,0.6,0.5
MONTCLAIR,6.0,1.0,0.0,0.0,inf,inf
PACKAGE OF FRAGRANCES,7.0,1.0,0.0,0.0,inf,inf
FUTURE HAUL VIDEO,0.0,0.0,6.0,1.0,0.0,0.0
SMOOTH HEAD AND EYE MOVEMENTS,6.0,1.0,0.0,0.0,inf,inf
MOVEMENT PATTERN,15.0,2.0,0.0,0.0,inf,inf
HEAD AND EYE MOVEMENTS,73.0,10.0,45.0,6.0,1.6222222222222222,1.6666666666666667
GUITAR,9.0,1.0,9.0,1.0,1.0,1.0
